,0
18253,NULL
18254,NULL
18255,NULL
18256,NULL
18257,NULL
18258,McCain bill would create 'a la carte' cable pricing
18259,How Mark Sanford won - The Washington Post
18260,NULL
18261,Obama 'Matrix' -- a world of deniability: Column
18262,'Maliciously self-indulgent': Lawmakers rip IRS over conference spending | Fox News
18263,"Christianity As State Religion Supported By One-Third Of Americans, Poll Finds | HuffPost Latest News"
18264,NULL
18265,NULL
18266,Obama: Media Is 'One Of The Biggest Factors' Shaping Debates | HuffPost Latest News
18267,Senate GOP: Gang of Eight Deal Could Cost Trillions in Welfare
18268,Marijuana Crops in California Threaten Forests and Wildlife - The New York Times
18269,Bill Maher rips into the GOP's anti-intellectuals with advanced degrees
18270,Exception
18271,D.C. Circuit guts president's recess appointment power
18272,A Teachable Moment - The New York Times
18273,"Politics: Congress, Political Parties, National Security & More | NBC News"
18274,Michelle Obama's Vogue Cover For April Exceeded Our Expectations (PHOTO) | HuffPost Life
18275,NULL
18276,Which teams are in President Obama's Final Four?
18277,"Senate to vote on military sexual assault bill that has divided GOP, much of Washington | Fox News"
18278,White House Correspondents’ dinner: How a little press banquet conquered Washington - The Washington Post
18279,NULL
18280,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18281,Rodeo clown draws criticism for Obama mask
18282,Cummings: ‘I cross the street’ when white women walk toward me – CNN Political Ticker - CNN.com Blogs
18283,Democrats Cry Foul Over Wednesday's Other Filibuster - The New York Times
18284,NULL
18285,NULL
18286,"Carnival knew of fire risks before 'floating hell' sailed, court documents show"
18287,NULL
18288,FLOTUS’ Kitchen Diplomacy
18289,The Morning Plum: The problem isn’t generic “Washington gridlock.” It’s the House GOP. - The Washington Post
18290,NULL
18291,Most Young People Are Unhappy With Obama's Job Performance | HuffPost Latest News
18292,George Stephanopoulos thinks Bill Russell is Morgan Freeman
18293,"‘White House Down’ premiere in Washington: Channing Tatum, Jamie Foxx, Maggie Gyllenhaal - The Washington Post"
18294,DeMint Unloads on Secretive Immigration Reform Process
18295,Stansberry's End of Obama
18296,"And Now, A Word From Our Rush Limbaugh Sponsors: Buh-Bye"
18297,"‘The Civil War and American Art,’ Smithsonian American Art - The New York Times"
18298,NULL
18299,John Boehner Should Probably Avoid His Facebook Page For Awhile After Shutdown Climax | HuffPost Latest News
18300,NULL
18301,NULL
18302,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18303,Exception
18304,U.S. Crushes Ivory Stockpile: 5.4 Tons Crushed As Obama Seeks To End Illegal Trade | HuffPost Impact
18305,Stephen Colbert mocks the do-nothing Congress
18306,Obama taps Charlotte mayor to head Transportation
18307,Michael Bloomberg's contested legacy as New York mayor - BBC News
18308,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18309,NULL
18310,Obama 'Matrix' -- a world of deniability: Column
18311,US shutdown: Washington's truly dangerous cliffhanger - BBC News
18312,Vote in Albany on Changing Retirement Ages for Judges - The New York Times
18313,"What's Open And Closed In Washington, D.C. During A Government Shutdown | HuffPost Life"
18314,NULL
18315,Researchers: Stop using the word 'bullying' in school
18316,Opinion | Reality Sets In - The New York Times
18317,U.S. Senator Cruz blocks confirmation of new FCC chairman
18318,NULL
18319,IRS v. Tea Party & DOJ v. AP are BOTH GOP-Fabricated Non-Scandals
18320,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18321,Government rolls out shutdown plans 
18322,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18323,Opinion | The Worst of Both Worlds - The New York Times
18324,"WikiLeaks' Julian Assange urges support for Snowden, slams Obama - CNN"
18325,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18326,NULL
18327,NULL
18328,"Trump on all play, no work for Obama, Congress | On Air Videos | Fox News"
18329,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18330,"Opinion: Thank you, Miss America - CNN"
18331,NULL
18332,NULL
18333,NULL
18334,"State report shows downed bridge had gouges, impact damage months ago | Fox News"
18335,Guess who’s back at Fox? – CNN Political Ticker - CNN.com Blogs
18336,NULL
18337,"Lamar Alexander: Without the Senate filibuster, it’s a tyranny of the majority - The Washington Post"
18338,NULL
18339,NULL
18340,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
18341,Horrible crimes committed by illegal immigrants  | On Air Videos | Fox News
18342,NULL
18343,Bill Gates: Control-Alt-Delete a mistake - CNN
18344,The Grahams: A family synonymous with The Post and with Washington - The Washington Post
18345,"White House press secretary Jay Carney discusses favorite band, Guided by Voices - The Washington Post"
18346,Rachel Maddow: North Carolina Is Like 'Conservatives Gone Wild' Right Now | HuffPost Latest News
18347,California sends bill to let illegal immigrants practice law to governor
18348,NULL
18349,Labels sought for genetically modified food
18350,Are Jews white?
18351,NULL
18352,NULL
18353,NULL
18354,Ricin suspect ordered held without bond - CNN
18355,Rodeo clown mocks Obama at Missouri State Fair  - CNNPolitics
18356,Opinion: Dr. Oz suit is another reason people hate lawyers - CNN
18357,"Jersey Joe's Pizzeria Owner Denies Masturbating In Kitchen After Security Picture Leaks (PHOTO, VIDEO) | HuffPost null"
18358,GOP Rep. Schock Claims Majority of House GOP support Cantor's DREAM Act
18359,"Senate swings, misses on sweeping pension overhaul - Chicago Tribune"
18360,No more Saturday visits from Bob - CNN
18361,Jeb Bush Perpetuates Myth That Obama Is Closing The Vatican Embassy | HuffPost Latest News
18362,NULL
18363,NULL
18364,NULL
18365,Federal Prosecutor Withdraws from Texas D.A. Case over Security Fears
18366,The 1%: Obamas' Lavish Vacations
18367,NULL
18368,NULL
18369,Echoes of history heard in JFK Air Force One tapes
18370,"Obama nominates Lew for Treasury secretary, GOP senator vows to oppose pick | Fox News"
18371,"After 4 Years, Friends See Shifts in Obamas - The New York Times"
18372,Supreme Court to weigh in on Obama’s recess appointments - The Washington Post
18373,Obama taps Katie Beirne Fallon to repair relations with Congress - The Washington Post
18374,NULL
18375,How Much Is Huma Like Hillary?
18376,NULL
18377,Texas Textbook Publishers Say No To Creationism
18378,NULL
18379,Chief Justice Roberts and the Right-Wing Majority's True Colors | HuffPost Latest News
18380,NULL
18381,McDonnell proposes eliminating Virginia’s gas tax - The Washington Post
18382,Wisconsin governor signs new abortion restrictions into law
18383,NULL
18384,NULL
18385,"You can trust us on this, but you probably won't"
18386,Date Night: Chris Matthews Tosses Softballs to Obama
18387,Scott Walker Denies Pardon to Iraq War Vet
18388,Can the Right Kinds of Play Teach Self-Control? - The New York Times
18389,"Drew Peterson, expected to file appeal next month, has a lot to say - Chicago Tribune"
18390,Plane carrying George W. Bush diverted after smell of smoke - CNN
18391,NULL
18392,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18393,NULL
18394,Partial shutdown hampers searches for hiker missing in national park | Fox News
18395,NULL
18396,Rep. Paul Broun makes aggressive bid for stupidest shutdown claim
18397,"IRS scrutiny went beyond Tea Party, targeting of conservative groups broader than thought | Fox News"
18398,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18399,"No hostage to reality, 'White House' is a stately escape"
18400,Don’t let DOMA fool you — the Supreme Court is restricting your rights - The Washington Post
18401,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18402,Did IRS chief really visit White House 157 times? – CNN Political Ticker - CNN.com Blogs
18403,NULL
18404,"Obama, Bill Clinton pay tribute to John F. Kennedy"
18405,Elizabeth Warren: Students should get the same loan rate as big banks
18406,US court upholds Texas abortion law - BBC News
18407,Newspaper review: Syria vote dominates headlines - BBC News
18408,Opinion | Looking Forward - The New York Times
18409,Judge Jeanine: The American people want the truth| Latest News Videos | Fox News
18410,Charles Lane: Judge Richard Posner’s mea culpa was better left unsaid - The Washington Post
18411,Minimum wage hikes possible in many states
18412,Now THIS is how you quit your job
18413,America's willful blindness  -- Obama is a divider not a unifier | Fox News
18414,Sarah Palin Was Paid $15.85 Per Word On Fox News: Study | HuffPost Latest News
18415,NULL
18416,"NYPD assaults judge trying to protect handcuffed homeless man from beating, judge sues"
18417,NULL
18418,Ted Cruz Attempts To Add Voter ID To Immigration Reform Bill | HuffPost Latest News
18419,The quotable Ed Koch: Ex-NYC mayor's best lines
18420,NULL
18421,NULL
18422,"Politics: Congress, Political Parties, National Security & More | NBC News"
18423,NULL
18424,Paul: Christie is the ‘king of bacon’ on government spending – CNN Political Ticker - CNN.com Blogs
18425,McCain chokes up on Senate floor recalling Bud Day - The Washington Post
18426,NULL
18427,NULL
18428,Presidential Medal of Freedom honors diverse group of Americans - The Washington Post
18429,A Very Merry Christmas For MSNBC – A Very Unhappy Holiday For Fox News
18430,FEMA insights from a departing chief of staff - The Washington Post
18431,"Politics: Congress, Political Parties, National Security & More | NBC News"
18432,NULL
18433,Boehner's immigration reform punt isn't some sort of shrewd legislative strategy
18434,Hagel to cadets: Stop sex assault 'scourge'
18435,Opinion: California discovers gold again - CNN
18436,Obama may be a rare ex-president who stays in Washington - The Washington Post
18437,NULL
18438,Facebook Users 'Love' The National Limbaugh Boycott Movement
18439,"U.S. will not seek death penalty for Snowden, attorney general says - CNN"
18440,NULL
18441,Scott Walker Unironically Tweets About Labor Day. We Respond.
18442,Supreme Court urged to open up
18443,Kathleen Parker: Obama’s race remarks exacerbate tensions - The Washington Post
18444,Sandy Rios claims that Hillary is lying about her health problems
18445,NULL
18446,NULL
18447,Obama uses heckler to make point on immigration - Chicago Tribune
18448,Michelle Obama's Vogue Cover For April Exceeded Our Expectations (PHOTO) | HuffPost Life
18449,Cuomo Bucks Tide With Bill to Lift Abortion Limits - The New York Times
18450,Six secret heroes of the American Revolution | On Air Videos | Fox News
18451,NULL
18452,Buyer to return Hopi artefacts to Native Americans - BBC News
18453,NULL
18454,A rare peek into a Justice Department leak probe - The Washington Post
18455,Navy Secretary Mabus expects bribery scandal to widen - The Washington Post
18456,NULL
18457,"Senate pulls an all-nighter, approves federal appeals court nominee - CNNPolitics"
18458,Judge blocks parts of Texas abortion law - CNN
18459,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18460,Republican Party could learn a lot from the Democrats of 1989 - The Washington Post
18461,"Immigration bill shaping up, but fate still uncertain – CNN Political Ticker - CNN.com Blogs"
18462,Will Supreme Court define Obama's legacy? | On Air Videos | Fox News
18463,NULL
18464,Dana Milbank: Senators turn the tables on Caymans investor Jack Lew - The Washington Post
18465,NULL
18466,Latino | Fox News
18467,"Helen Thomas did so much right, but is tombstoned for one wrong - The Washington Post"
18468,"NBC News - Breaking News & Top Stories - Latest World, US & Local News | NBC News"
18469,NULL
18470,Congress passes bill to end widespread airline delays - BBC News
18471,NULL
18472,Republicans want to be able to dictate what federally funded scientists can research
18473,Ex-San Diego mayor who gambled away $1 billion remorseful | L.A. NOW | Los Angeles Times
18474,"Obama, Gore, stop whining about right-wing media - CNN"
18475,NULL
18476,Textbook Example of Media Bias at the New York Times
18477,NULL
18478,Is Andrew Johnson the worst president in American history?
18479,"Charlie Cook Advises GOP how to Leak ""Scandals"" to bring Obama poll #s down"
18480,Appeals court rules against NYC soda ban | Fox News
18481,"Kelly, Flinching a Bit, Looks Back With Head High - The New York Times"
18482,John Kerry says wife is 'doing better'
18483,Virginia woman fights for ownership of Renoir painting she allegedly purchased for $7 at flea market | Fox News
18484,Jodi Arias her own worst enemy? | On Air Videos | Fox News
18485,"Shutdown, debt deal hangs on Senate leaders"
18486,Virginia GOP candidate Cuccinelli condemns anti-Semitic joke by GOP activist - The Washington Post
18487,NULL
18488,Why rapists in military get away with it - CNN
18489,California Minimum Wage Increase Proposed In Bill | HuffPost null
